Peak.Humreffed	Peak.Chpreffed	ATAC11_SKM_Hyb1_Human_humreffed_all_peaks.txt	ATAC11_SKM_Hyb1_Chimp_humreffed_all_peaks.txt	Sum Human	Sum Chimp	Binomial p-value
peak_CM_HP_MN_PP_SKM_242887_promoter_SENP5	peak_CM_HP_MN_PP_SKM_242887_promoter_SENP5	45	53	45	53	0.4796924995674869
peak_CM_HP_MN_PP_SKM_285630_enhancer_ZKSCAN8_4624.5_ZSCAN16_12616.5	peak_CM_HP_MN_PP_SKM_285630_enhancer_ZKSCAN8_4622.0_ZSCAN16_12629.0	30	37	30	37	0.46381761789686937
peak_CM_HP_MN_PP_SKM_270775_promoter_ARRDC3	peak_CM_HP_MN_PP_SKM_270775_promoter_ARRDC3	67	55	67	55	0.31930829747524514
peak_CM_HP_MN_PP_SKM_233773_promoter_ITGB5	peak_CM_HP_MN_PP_SKM_233773_promoter_ITGB5	30	37	30	37	0.46381761789686937
peak_CM_HP_MN_PP_SKM_43067_promoter_ZCCHC24	peak_CM_HP_MN_PP_SKM_43067_promoter_ZCCHC24	114	96	114	96	0.24068185791401264
peak_CM_HP_MN_PP_SKM_256656_promoter_LARP1B	peak_CM_HP_MN_PP_SKM_256656_promoter_LARP1B	56	67	56	67	0.36729673939388785
peak_CM_HP_MN_PP_SKM_101732_promoter_SRP54	peak_CM_HP_MN_PP_SKM_101732_promoter_SRP54	63	70	63	70	0.6030463891288803
peak_CM_HP_MN_PP_SKM_342275_promoter_RRAGA	peak_CM_HP_MN_PP_SKM_342275_promoter_RRAGA	28	35	28	35	0.44996253629022254
peak_CM_HP_MN_PP_SKM_77395_enhancer_FIGNL2_26324.0_ANKRD33_39943.5	peak_CM_HP_MN_PP_SKM_77395_enhancer_FIGNL2_26058.5_ANKRD33_39789.0	29	36	29	36	0.45702078541058977
peak_CM_HP_MN_PP_SKM_240974_promoter_ABCC5	peak_CM_HP_MN_PP_SKM_240974_promoter_ABCC5	62	66	62	66	0.7910074494028783
peak_CM_HP_MN_PP_SKM_26880_promoter_TMEM183A_TMEM183B	peak_CM_HP_MN_PP_SKM_26880_promoter_TMEM183A_TMEM183B	30	38	30	38	0.39612484029702977
peak_CM_HP_MN_PP_SKM_33171_promoter_SH3BP5L	peak_CM_HP_MN_PP_SKM_33171_promoter_SH3BP5L	39	30	39	30	0.3355576182340152
peak_CM_HP_MN_PP_SKM_77483_promoter_NR4A1	peak_CM_HP_MN_PP_SKM_77483_promoter_NR4A1	30	37	30	37	0.46381761789686937
peak_CM_HP_MN_PP_SKM_275938_promoter_FAM13B	peak_CM_HP_MN_PP_SKM_275938_promoter_FAM13B	31	35	31	35	0.7122308826373509
peak_CM_HP_MN_PP_SKM_180653_promoter_FHL2	peak_CM_HP_MN_PP_SKM_180653_promoter_FHL2	30	35	30	35	0.6201447650813029
peak_CM_HP_MN_PP_SKM_342487_enhancer_FOCAD_31025.5_MLLT3_61811.0	peak_CM_HP_MN_PP_SKM_342487_enhancer_FOCAD_31026.5_MLLT3_62206.5	77	86	77	86	0.5310454494607935
peak_CM_HP_MN_PP_SKM_31226_promoter_C1orf198	peak_CM_HP_MN_PP_SKM_31226_promoter_C1orf198	29	35	29	35	0.5323087760278422
peak_CM_HP_MN_PP_SKM_119126_enhancer_POLG_27451.0_FANCI_118286.0	peak_CM_HP_MN_PP_SKM_119126_enhancer_POLG_28701.5_FANCI_120702.5	29	34	29	34	0.6146550157654618
peak_CM_HP_MN_PP_SKM_242709_enhancer_TNK2_3364.0_TNK2_19366.0	peak_CM_HP_MN_PP_SKM_242709_enhancer_TNK2_3365.5_TNK2_19452.0	62	70	62	70	0.5425074179193997
peak_CM_HP_MN_PP_SKM_333707_promoter_MTERFD1_PTDSS1	peak_CM_HP_MN_PP_SKM_333707_promoter_MTERFD1_PTDSS1	54	41	54	41	0.218053681870499
peak_CM_HP_MN_PP_SKM_154597_promoter_MIDN	peak_CM_HP_MN_PP_SKM_154597_promoter_MIDN	105	111	105	111	0.7337887753383896
peak_CM_HP_MN_PP_SKM_184297_promoter_MGAT5	peak_CM_HP_MN_PP_SKM_184297_promoter_MGAT5	75	63	75	63	0.34911516637678097
peak_CM_HP_MN_PP_SKM_5697_promoter_LDLRAP1	peak_CM_HP_MN_PP_SKM_5697_promoter_LDLRAP1	26	20	26	20	0.4613911821367651
peak_PP_SKM_178535_enhancer_SH2D6_15123.0_CAPG_19850.0	peak_PP_SKM_178535_enhancer_SH2D6_14794.0_CAPG_19503.0	40	32	40	32	0.40957939592707177
peak_CM_HP_MN_PP_SKM_148328_promoter_RIOK3	peak_CM_HP_MN_PP_SKM_148328_promoter_RIOK3	26	20	26	20	0.4613911821367651
peak_CM_HP_MN_PP_SKM_38234_enhancer_HNRNPF_11846.5_FXYD4_24992.0	peak_CM_HP_MN_PP_SKM_38234_enhancer_HNRNPF_11843.5_FXYD4_24941.0	26	20	26	20	0.4613911821367651
peak_CM_HP_MN_PP_SKM_60683_promoter_RIN1	peak_CM_HP_MN_PP_SKM_60683_promoter_RIN1	34	38	34	38	0.7239481457469141
peak_CM_HP_MN_PP_SKM_285111_promoter_C6orf62	peak_CM_HP_MN_PP_SKM_285111_promoter_C6orf62	90	93	90	93	0.882518069458955
peak_CM_HP_MN_PP_SKM_268262_promoter_CCNO	peak_CM_HP_MN_PP_SKM_268262_promoter_CCNO	26	20	26	20	0.4613911821367651
peak_CM_HP_MN_PP_SKM_112742_promoter_GANC_TMEM87A	peak_CM_HP_MN_PP_SKM_112742_promoter_GANC_TMEM87A	76	64	76	64	0.35258382707227787
peak_CM_HP_MN_PP_SKM_171523_promoter_EIF2B4_SNX17	peak_CM_HP_MN_PP_SKM_171523_promoter_EIF2B4_SNX17	124	107	124	107	0.2924501944488685
peak_CM_HP_MN_PP_SKM_1677_enhancer_VAMP3_90542.0_PER3_103536.0	peak_CM_HP_MN_PP_SKM_1677_enhancer_VAMP3_91350.0_PER3_104325.5	26	20	26	20	0.4613911821367651
peak_CM_HP_MN_PP_SKM_62249_enhancer_P2RY6_14131.5_P2RY2_39738.0	peak_CM_HP_MN_PP_SKM_62249_enhancer_P2RY6_14171.5_P2RY2_40186.0	21	24	21	24	0.765991824244793
peak_CM_HP_MN_PP_SKM_233949_promoter_SLC41A3	peak_CM_HP_MN_PP_SKM_233949_promoter_SLC41A3	40	32	40	32	0.40957939592707177
peak_MN_PP_341928_promoter_C9orf92	peak_MN_PP_341928_promoter_C9orf92	21	24	21	24	0.765991824244793
peak_CM_HP_MN_PP_SKM_255388_promoter_ARSJ	peak_CM_HP_MN_PP_SKM_255388_promoter_ARSJ	26	20	26	20	0.4613911821367651
peak_CM_HP_MN_PP_SKM_353570_promoter_TOR1B	peak_CM_HP_MN_PP_SKM_353570_promoter_TOR1B	21	24	21	24	0.765991824244793
peak_CM_HP_MN_PP_SKM_77298_promoter_DAZAP2	peak_CM_HP_MN_PP_SKM_77298_promoter_DAZAP2	40	32	40	32	0.40957939592707177
peak_CM_HP_MN_PP_SKM_102250_promoter_PNN	peak_CM_HP_MN_PP_SKM_102250_promoter_PNN	75	63	75	63	0.34911516637678097
peak_MN_PP_SKM_300473_enhancer_QKI_529376.5_PACRG_1216106.5	peak_MN_PP_SKM_300473_enhancer_QKI_529698.0_PACRG_1209486.0	26	20	26	20	0.4613911821367651
peak_CM_HP_MN_PP_SKM_133837_enhancer_ALOX12B_7596.5_ALOXE3_38201.0	peak_CM_HP_MN_PP_SKM_133837_enhancer_ALOX12B_7567.0_ALOXE3_37912.5	26	20	26	20	0.4613911821367651
peak_CM_HP_MN_PP_SKM_219890_promoter_GRM7	peak_CM_HP_MN_PP_SKM_219890_promoter_GRM7	34	38	34	38	0.7239481457469141
peak_CM_HP_MN_PP_SKM_106339_promoter_PTGR2	peak_CM_HP_MN_PP_SKM_106339_promoter_PTGR2	26	20	26	20	0.4613911821367651
peak_CM_HP_MN_PP_SKM_162205_promoter_ZNF567	peak_CM_HP_MN_PP_SKM_162205_promoter_ZNF567	21	24	21	24	0.765991824244793
peak_CM_HP_MN_PP_SKM_101698_promoter_SNX6	peak_CM_HP_MN_PP_SKM_101698_promoter_SNX6	34	38	34	38	0.7239481457469141
peak_CM_HP_MN_PP_SKM_23244_promoter_SUCO	peak_CM_HP_MN_PP_SKM_23244_promoter_SUCO	97	114	97	114	0.2706461520303751
peak_CM_HP_MN_PP_SKM_137731_promoter_PSMD3	peak_CM_HP_MN_PP_SKM_137731_promoter_PSMD3	66	70	66	70	0.7971023348689007
peak_CM_HP_MN_PP_SKM_305400_promoter_HIBADH	peak_CM_HP_MN_PP_SKM_305400_promoter_HIBADH	45	53	45	53	0.4796924995674869
peak_CM_HP_MN_PP_SKM_97516_promoter_UGGT2	peak_CM_HP_MN_PP_SKM_97516_promoter_UGGT2	56	41	56	41	0.154815785034429
peak_CM_HP_MN_PP_SKM_12594_promoter_CACHD1	peak_CM_HP_MN_PP_SKM_12594_promoter_CACHD1	54	43	54	43	0.30993353423900727
peak_CM_HP_MN_PP_SKM_42249_promoter_VDAC2	peak_CM_HP_MN_PP_SKM_42249_promoter_VDAC2	42	54	42	54	0.26146943628638775
peak_CM_HP_MN_PP_SKM_214517_promoter_CLTCL1	peak_CM_HP_MN_PP_SKM_214517_promoter_CLTCL1	57	47	57	47	0.3775839232980986
peak_CM_HP_MN_PP_SKM_141802_promoter_ERN1	peak_CM_HP_MN_PP_SKM_141802_promoter_ERN1	50	54	50	54	0.7687918101386723
peak_CM_HP_MN_PP_SKM_211014_promoter_USP16	peak_CM_HP_MN_PP_SKM_211014_promoter_USP16	50	54	50	54	0.7687918101386723
peak_CM_HP_MN_PP_SKM_127549_promoter_CDH11	peak_CM_HP_MN_PP_SKM_127549_promoter_CDH11	77	65	77	65	0.35599982591510815
peak_CM_HP_MN_PP_SKM_154396_promoter_PTBP1	peak_CM_HP_MN_PP_SKM_154396_promoter_PTBP1	126	109	126	109	0.29659828896534485
peak_CM_HP_MN_PP_SKM_172055_promoter_LBH	peak_CM_HP_MN_PP_SKM_172055_promoter_LBH	78	84	78	84	0.694567367432972
peak_CM_HP_MN_PP_SKM_251128_promoter_USO1	peak_CM_HP_MN_PP_SKM_251128_promoter_USO1	81	88	81	88	0.6445422120603314
peak_CM_HP_MN_PP_SKM_22647_promoter_TIPRL	peak_CM_HP_MN_PP_SKM_22647_promoter_TIPRL	37	29	37	29	0.3890524605477928
peak_CM_HP_MN_PP_SKM_87212_promoter_POP5	peak_CM_HP_MN_PP_SKM_87212_promoter_POP5	33	39	33	39	0.555997717760971
peak_CM_HP_MN_PP_SKM_176035_enhancer_SERTAD2_97516.0_AFTPH_227020.5	peak_CM_HP_MN_PP_SKM_176035_enhancer_SERTAD2_97286.0_AFTPH_225993.0	156	160	156	160	0.8660170861232837
peak_CM_HP_MN_PP_SKM_322294_promoter_LMBR1	peak_CM_HP_MN_PP_SKM_322294_promoter_LMBR1	29	41	29	41	0.18821620302302766
peak_CM_HP_MN_PP_SKM_218409_promoter_ARHGAP8_PRR5_PRR5-ARHGAP8	peak_CM_HP_MN_PP_SKM_218409_promoter_ARHGAP8_PRR5_PRR5-ARHGAP8	42	55	42	55	0.22287765458337647
peak_CM_HP_MN_PP_SKM_80792_promoter_ATXN7L3B	peak_CM_HP_MN_PP_SKM_80792_promoter_ATXN7L3B	34	38	34	38	0.7239481457469141
peak_CM_HP_MN_PP_SKM_83467_promoter_IKBIP_APAF1	peak_CM_HP_MN_PP_SKM_83467_promoter_IKBIP_APAF1	117	100	117	100	0.277380158804846
peak_CM_HP_MN_PP_SKM_83656_promoter_ACTR6	peak_CM_HP_MN_PP_SKM_83656_promoter_ACTR6	29	37	29	37	0.3890524605477928
peak_CM_HP_MN_PP_SKM_273245_promoter_ATG12_AP3S1	peak_CM_HP_MN_PP_SKM_273245_promoter_ATG12_AP3S1	68	45	68	45	0.03801864558279637
peak_CM_HP_MN_PP_SKM_175103_promoter_PNPT1	peak_CM_HP_MN_PP_SKM_175103_promoter_PNPT1	32	36	32	36	0.716300760154337
peak_CM_HP_SKM_218405_enhancer_ARHGAP8_3095.0_PRR5_3095.0	peak_CM_HP_SKM_218405_enhancer_ARHGAP8_3094.0_PRR5_3094.0	45	33	45	33	0.21268281985080573
peak_CM_HP_MN_PP_SKM_26643_promoter_RNPEP	peak_CM_HP_MN_PP_SKM_26643_promoter_RNPEP	31	38	31	38	0.47036853185814453
peak_CM_HP_MN_PP_SKM_278902_promoter_CLINT1	peak_CM_HP_MN_PP_SKM_278902_promoter_CLINT1	27	21	27	21	0.470879013621712
peak_CM_HP_MN_PP_SKM_53760_promoter_ARNTL	peak_CM_HP_MN_PP_SKM_53760_promoter_ARNTL	92	95	92	95	0.8837712369289785
peak_CM_HP_MN_PP_SKM_221454_promoter_CAPN7	peak_CM_HP_MN_PP_SKM_221454_promoter_CAPN7	79	67	79	67	0.36267876308767744
peak_CM_HP_MN_PP_SKM_89056_promoter_STX2	peak_CM_HP_MN_PP_SKM_89056_promoter_STX2	27	21	27	21	0.470879013621712
peak_CM_HP_MN_PP_SKM_104688_promoter_PPP2R5E	peak_CM_HP_MN_PP_SKM_104688_promoter_PPP2R5E	58	48	58	48	0.38212581052922046
peak_CM_HP_MN_PP_SKM_252976_promoter_CCSER1	peak_CM_HP_MN_PP_SKM_252976_promoter_CCSER1	27	21	27	21	0.470879013621712
peak_CM_HP_MN_PP_SKM_193842_enhancer_DNAJB2_6594.0_PTPRN_23430.0	peak_CM_HP_MN_PP_SKM_193842_enhancer_DNAJB2_6599.0_PTPRN_23422.0	27	21	27	21	0.470879013621712
peak_CM_HP_MN_PP_SKM_142404_enhancer_KPNA2_15688.0_C17orf58_26419.5	peak_CM_HP_MN_PP_SKM_142404_enhancer_KPNA2_15665.5_C17orf58_26967.0	35	39	35	39	0.7275470834894697
peak_HP_MN_PP_SKM_51170_enhancer_NKX6-2_71470.5_INPP5A_176811.0	peak_HP_MN_PP_SKM_51170_enhancer_NKX6-2_68081.0_TTC40_228131.0	27	21	27	21	0.470879013621712
peak_CM_MN_PP_SKM_258525_enhancer_SLC10A7_24569.5_POU4F2_92927.5	peak_CM_MN_PP_SKM_258525_enhancer_SLC10A7_24747.5_POU4F2_91389.5	27	21	27	21	0.470879013621712
peak_CM_HP_MN_PP_SKM_51372_promoter_TUBGCP2_ZNF511	peak_CM_HP_MN_PP_SKM_51372_promoter_TUBGCP2_ZNF511	35	39	35	39	0.7275470834894697
peak_CM_HP_MN_PP_SKM_356673_promoter_TMEM47	peak_CM_HP_MN_PP_SKM_356673_promoter_TMEM47	27	21	27	21	0.470879013621712
peak_CM_HP_MN_PP_SKM_316472_promoter_TMEM168	peak_CM_HP_MN_PP_SKM_316472_promoter_TMEM168	27	21	27	21	0.470879013621712
peak_CM_HP_MN_PP_SKM_144000_promoter_MGAT5B	peak_CM_HP_MN_PP_SKM_144000_promoter_MGAT5B	35	39	35	39	0.7275470834894697
peak_CM_HP_MN_PP_SKM_45946_promoter_BLOC1S2	peak_CM_HP_MN_PP_SKM_45946_promoter_BLOC1S2	41	33	41	33	0.4159851975073046
peak_CM_HP_MN_PP_SKM_174209_promoter_TTC7A_MCFD2	peak_CM_HP_MN_PP_SKM_174209_promoter_TTC7A_MCFD2	58	48	58	48	0.38212581052922046
peak_CM_HP_MN_PP_SKM_8425_promoter_INPP5B	peak_CM_HP_MN_PP_SKM_8425_promoter_INPP5B	27	21	27	21	0.470879013621712
peak_CM_HP_MN_PP_SKM_266686_promoter_DNAJC21	peak_CM_HP_MN_PP_SKM_266686_promoter_DNAJC21	118	120	118	120	0.9483351238533636
peak_CM_HP_MN_PP_SKM_146529_promoter_ZBTB14	peak_CM_HP_MN_PP_SKM_146529_promoter_ZBTB14	65	69	65	69	0.7956287149703883
peak_CM_HP_MN_PP_SKM_217523_promoter_ATF4	peak_CM_HP_MN_PP_SKM_217523_promoter_ATF4	111	94	111	94	0.2637383354860474
peak_CM_HP_MN_PP_SKM_156331_promoter_DUS3L	peak_CM_HP_MN_PP_SKM_156331_promoter_DUS3L	59	49	59	49	0.3865726089882613
peak_CM_HP_MN_PP_SKM_78812_promoter_DCTN2	peak_CM_HP_MN_PP_SKM_78812_promoter_DCTN2	23	26	23	26	0.7754496546815659
peak_CM_HP_MN_PP_SKM_252744_promoter_HERC6	peak_CM_HP_MN_PP_SKM_252744_promoter_HERC6	28	22	28	22	0.47988766169832786
peak_CM_HP_MN_PP_SKM_269324_promoter_TBCA	peak_CM_HP_MN_PP_SKM_269324_promoter_TBCA	42	34	42	34	0.42219110499231566
peak_CM_HP_MN_PP_31273_promoter_TRIM67	peak_CM_HP_MN_PP_31273_promoter_TRIM67	28	22	28	22	0.47988766169832786
peak_CM_HP_MN_PP_SKM_159614_promoter_RPL18A	peak_CM_HP_MN_PP_SKM_159614_promoter_RPL18A	53	56	53	56	0.8481947835965663
peak_CM_HP_MN_PP_SKM_326063_enhancer_EXTL3_78843.5_FZD3_128483.0	peak_CM_HP_MN_PP_SKM_326063_enhancer_EXTL3_81034.0_FZD3_128423.0	28	22	28	22	0.47988766169832786
peak_CM_HP_MN_PP_SKM_62291_promoter_RELT	peak_CM_HP_MN_PP_SKM_62291_promoter_RELT	60	50	60	50	0.3909274566995051
peak_CM_HP_MN_PP_SKM_213172_promoter_WDR4	peak_CM_HP_MN_PP_SKM_213172_promoter_WDR4	43	35	43	35	0.4282070357175807
peak_CM_HP_MN_PP_SKM_97668_promoter_RAP2A	peak_CM_HP_MN_PP_SKM_97668_promoter_RAP2A	161	141	161	141	0.274224846302787
peak_CM_HP_MN_PP_SKM_154964_enhancer_MKNK2_9996.0_MKNK2_19202.0	peak_CM_HP_MN_PP_SKM_154964_enhancer_MKNK2_10108.0_MKNK2_19271.0	60	50	60	50	0.3909274566995051
peak_CM_HP_MN_PP_SKM_59546_promoter_MTA2	peak_CM_HP_MN_PP_SKM_59546_promoter_MTA2	54	57	54	57	0.8495501873144534
peak_CM_HP_MN_PP_SKM_307221_promoter_CDK13	peak_CM_HP_MN_PP_SKM_307221_promoter_CDK13	106	91	106	91	0.31854430805152395
peak_CM_HP_MN_PP_SKM_307735_promoter_MRPS24	peak_CM_HP_MN_PP_SKM_307735_promoter_MRPS24	28	22	28	22	0.47988766169832786
peak_CM_HP_MN_PP_SKM_7234_promoter_TMEM39B	peak_CM_HP_MN_PP_SKM_7234_promoter_TMEM39B	42	34	42	34	0.42219110499231566
peak_CM_HP_MN_PP_SKM_340049_promoter_TONSL	peak_CM_HP_MN_PP_SKM_340049_promoter_TONSL	37	40	37	40	0.8198929037490488
peak_CM_HP_MN_PP_SKM_136343_promoter_TRAF4	peak_CM_HP_MN_PP_SKM_136343_promoter_TRAF4	28	22	28	22	0.47988766169832786
peak_CM_HP_MN_PP_SKM_246817_promoter_LGI2	peak_CM_HP_MN_PP_SKM_246817_promoter_LGI2	28	22	28	22	0.47988766169832786
peak_CM_HP_MN_PP_SKM_129186_promoter_GLG1	peak_CM_HP_MN_PP_SKM_129186_promoter_GLG1	28	22	28	22	0.47988766169832786
peak_CM_SKM_112758_promoter_ZNF106	peak_CM_SKM_112758_promoter_ZNF106	43	35	43	35	0.4282070357175807
peak_CM_HP_MN_PP_SKM_52933_enhancer_RPL27A_5770.0_TRIM66_29772.0	peak_CM_HP_MN_PP_SKM_52933_enhancer_RPL27A_6073.5_TRIM66_30070.5	43	35	43	35	0.4282070357175807
peak_CM_SKM_281411_enhancer_PDLIM7_2444.5_PDLIM7_2493.5	peak_CM_SKM_281411_enhancer_PDLIM7_2436.5_PDLIM7_2486.5	36	39	36	39	0.8175538505509841
peak_CM_HP_MN_PP_SKM_294961_promoter_VGLL2	peak_CM_HP_MN_PP_SKM_294961_promoter_VGLL2	28	22	28	22	0.47988766169832786
peak_CM_HP_MN_PP_SKM_91635_enhancer_RXFP2_107304.0_FRY_184812.5	peak_CM_HP_MN_PP_SKM_91635_enhancer_RXFP2_106419.5_FRY_183792.0	42	34	42	34	0.42219110499231566
peak_CM_HP_MN_PP_SKM_117060_promoter_PPCDC	peak_CM_HP_MN_PP_SKM_117060_promoter_PPCDC	28	22	28	22	0.47988766169832786
peak_CM_HP_MN_PP_SKM_72115_promoter_TPI1	peak_CM_HP_MN_PP_SKM_72115_promoter_TPI1	36	39	36	39	0.8175538505509841
peak_CM_HP_MN_PP_SKM_8613_promoter_AKIRIN1	peak_CM_HP_MN_PP_SKM_8613_promoter_AKIRIN1	37	40	37	40	0.8198929037490488
peak_CM_HP_MN_PP_SKM_24212_promoter_CEP350	peak_CM_HP_MN_PP_SKM_24212_promoter_CEP350	61	51	61	51	0.3951933573578236
peak_CM_HP_MN_PP_SKM_163926_promoter_ZNF226_ZNF234	peak_CM_HP_MN_PP_SKM_163926_promoter_ZNF226_ZNF234	42	34	42	34	0.42219110499231566
peak_CM_HP_MN_PP_SKM_298510_promoter_LRP11	peak_CM_HP_MN_PP_SKM_298510_promoter_LRP11	97	100	97	100	0.886736725609535
peak_CM_HP_MN_PP_SKM_66197_promoter_DDX10	peak_CM_HP_MN_PP_SKM_66197_promoter_DDX10	43	35	43	35	0.4282070357175807
peak_CM_HP_MN_PP_SKM_144903_promoter_CBX4	peak_CM_HP_MN_PP_SKM_144903_promoter_CBX4	23	26	23	26	0.7754496546815659
peak_CM_HP_MN_PP_SKM_262654_promoter_FAM149A	peak_CM_HP_MN_PP_SKM_262654_promoter_FAM149A	28	22	28	22	0.47988766169832786
peak_CM_HP_MN_PP_SKM_277093_promoter_NR3C1	peak_CM_HP_MN_PP_SKM_277093_promoter_NR3C1	84	95	84	95	0.4548953397912325
peak_CM_HP_MN_PP_SKM_64972_promoter_SRSF8	peak_CM_HP_MN_PP_SKM_64972_promoter_SRSF8	32	38	32	38	0.5504125118224712
peak_CM_HP_MN_PP_SKM_162152_promoter_CAPNS1	peak_CM_HP_MN_PP_SKM_162152_promoter_CAPNS1	63	74	63	74	0.3929875546202088
peak_CM_HP_MN_PP_SKM_344911_promoter_FAM122A	peak_CM_HP_MN_PP_SKM_344911_promoter_FAM122A	33	41	33	41	0.4159851975073046
peak_CM_HP_MN_PP_SKM_24996_promoter_C1orf21	peak_CM_HP_MN_PP_SKM_24996_promoter_C1orf21	35	42	35	42	0.49438227369550003
peak_CM_HP_MN_PP_SKM_166113_promoter_C19orf48	peak_CM_HP_MN_PP_SKM_166113_promoter_C19orf48	65	70	65	70	0.7307894394358097
peak_CM_HP_MN_PP_SKM_114020_promoter_RAB27A	peak_CM_HP_MN_PP_SKM_114020_promoter_RAB27A	40	32	40	32	0.40957939592707177
peak_CM_HP_MN_PP_SKM_275424_promoter_CAMLG	peak_CM_HP_MN_PP_SKM_275424_promoter_CAMLG	48	57	48	57	0.4351144948923019
peak_CM_HP_MN_PP_SKM_150368_promoter_SIGLEC15	peak_CM_HP_MN_PP_SKM_150368_promoter_SIGLEC15	27	21	27	21	0.470879013621712
peak_CM_HP_MN_PP_SKM_139351_promoter_NFE2L1	peak_CM_HP_MN_PP_SKM_139351_promoter_NFE2L1	101	106	101	106	0.7810774798073705
peak_CM_HP_MN_PP_SKM_159882_promoter_FKBP8	peak_CM_HP_MN_PP_SKM_159882_promoter_FKBP8	31	35	31	35	0.7122308826373509
peak_CM_HP_MN_PP_SKM_286609_promoter_RNF8	peak_CM_HP_MN_PP_SKM_286609_promoter_RNF8	28	18	28	18	0.18392482137699062
peak_CM_HP_MN_PP_SKM_155043_promoter_OAZ1	peak_CM_HP_MN_PP_SKM_155043_promoter_OAZ1	47	51	47	51	0.7620362195292438
peak_CM_HP_MN_PP_SKM_164736_promoter_PRKD2	peak_CM_HP_MN_PP_SKM_164736_promoter_PRKD2	32	39	32	39	0.47668779343427553
peak_CM_HP_MN_PP_SKM_139339_enhancer_COPZ2_12363.0_NFE2L1_23135.0	peak_CM_HP_MN_PP_SKM_139339_enhancer_COPZ2_12347.0_NFE2L1_23106.0	16	26	16	26	0.16414940178310644
peak_CM_HP_MN_PP_SKM_8788_promoter_PPIE	peak_CM_HP_MN_PP_SKM_8788_promoter_PPIE	21	24	21	24	0.765991824244793
peak_CM_HP_PP_310900_enhancer_TYW1B_85100.5_TRIM74_137161.5	peak_CM_HP_PP_310900_enhancer_TYW1B_95546.0_NSUN5_127743.5	43	35	43	35	0.4282070357175807
peak_CM_HP_MN_PP_SKM_40869_promoter_HNRNPH3_PBLD	peak_CM_HP_MN_PP_SKM_40869_promoter_HNRNPH3_PBLD	82	97	82	97	0.29535240587693534
peak_CM_HP_MN_PP_SKM_69947_promoter_ADAMTS15	peak_CM_HP_MN_PP_SKM_69947_promoter_ADAMTS15	32	36	32	36	0.716300760154337
peak_CM_HP_MN_PP_89405_enhancer_NOC4L_45623.5_DDX51_45735.5	peak_CM_HP_MN_PP_89405_enhancer_NOC4L_47323.0_DDX51_47435.0	22	28	22	28	0.47988766169832786
peak_CM_HP_MN_PP_SKM_141161_promoter_YPEL2	peak_CM_HP_MN_PP_SKM_141161_promoter_YPEL2	58	46	58	46	0.2806903290341796
peak_CM_HP_MN_PP_SKM_138336_promoter_PLEKHH3	peak_CM_HP_MN_PP_SKM_138336_promoter_PLEKHH3	62	78	62	78	0.20473197633059367
peak_CM_MN_PP_SKM_103476_enhancer_DDHD1_153746.5_FERMT2_355448.0	peak_CM_MN_PP_SKM_103476_enhancer_DDHD1_141989.5_FERMT2_346078.5	19	27	19	27	0.3019956131896606
peak_CM_HP_MN_PP_SKM_232991_promoter_GSK3B	peak_CM_HP_MN_PP_SKM_232991_promoter_GSK3B	148	129	148	129	0.279444100507367
peak_CM_HP_MN_PP_SKM_158315_promoter_TRMT1_NACC1	peak_CM_HP_MN_PP_SKM_158315_promoter_TRMT1_NACC1	40	32	40	32	0.40957939592707177
peak_CM_HP_MN_PP_SKM_158013_promoter_ZNF136	peak_CM_HP_MN_PP_SKM_158013_promoter_ZNF136	35	40	35	40	0.6444639138942256
peak_CM_HP_MN_PP_SKM_129256_promoter_ZNRF1	peak_CM_HP_MN_PP_SKM_129256_promoter_ZNRF1	41	31	41	31	0.2887842804141049
peak_CM_HP_MN_PP_SKM_19561_promoter_PIP5K1A	peak_CM_HP_MN_PP_SKM_19561_promoter_PIP5K1A	22	31	22	31	0.27167916606550335
peak_CM_HP_MN_PP_SKM_193087_promoter_MREG	peak_CM_HP_MN_PP_SKM_193087_promoter_MREG	22	25	22	25	0.7708669945730263
peak_CM_HP_MN_PP_SKM_35256_promoter_DCLRE1C	peak_CM_HP_MN_PP_SKM_35256_promoter_DCLRE1C	42	60	42	60	0.09183767826908278
peak_CM_HP_MN_PP_SKM_263498_promoter_IRX2_C5orf38	peak_CM_HP_MN_PP_SKM_263498_promoter_IRX2_C5orf38	50	55	50	55	0.6964676629916764
peak_CM_HP_MN_PP_SKM_55452_promoter_LIN7C	peak_CM_HP_MN_PP_SKM_55452_promoter_LIN7C	23	27	23	27	0.6718110337653656
peak_CM_HP_MN_PP_SKM_215098_promoter_RAB36	peak_CM_HP_MN_PP_SKM_215098_promoter_RAB36	46	37	46	37	0.37999939641191804
peak_CM_HP_MN_PP_SKM_268800_promoter_BTF3	peak_CM_HP_MN_PP_SKM_268800_promoter_BTF3	43	32	43	32	0.24804574189252784
peak_CM_HP_MN_PP_SKM_215519_promoter_TFIP11	peak_CM_HP_MN_PP_SKM_215519_promoter_TFIP11	23	27	23	27	0.6718110337653656
peak_CM_HP_MN_PP_SKM_9380_promoter_SLC2A1	peak_CM_HP_MN_PP_SKM_9380_promoter_SLC2A1	46	51	46	51	0.6848587772144034
peak_CM_HP_MN_PP_SKM_214926_promoter_MAPK1	peak_CM_HP_MN_PP_SKM_214926_promoter_MAPK1	51	57	51	57	0.6306338345308322
